,rank,code,name,marcap,marcap_pct,year,sector
808,809,012200,계양전기,0.093,0.01%,2013,기계
809,810,089600,나스미디어,0.093,0.01%,2013,광고
810,811,009155,삼성전기우,0.093,0.01%,2013,전자장비와기기
811,812,015590,대경기계,0.093,0.01%,2013,기계
812,813,115310,인포바인,0.093,0.01%,2013,IT서비스
813,814,078600,대주전자재료,0.093,0.01%,2013,전자장비와기기
814,815,108860,디오텍,0.093,0.01%,2013,소프트웨어
815,816,119650,KC코트렐,0.093,0.01%,2013,기계
816,817,096630,에스코넥,0.092,0.01%,2013,핸드셋
817,818,000250,삼천당제약,0.092,0.01%,2013,제약
818,819,080220,제주반도체,0.092,0.01%,2013,반도체와반도체장비
819,820,024880,케이피에프,0.092,0.01%,2013,기계
820,821,052220,iMBC,0.092,0.01%,2013,방송과엔터테인먼트
821,822,001045,CJ우,0.092,0.01%,2013,식품
822,823,060370,KT서브마린,0.091,0.01%,2013,건설
823,824,067160,아프리카TV,0.091,0.01%,2013,인터넷소프트웨어와서비스
824,825,012800,대창,0.091,0.01%,2013,비철금속
825,826,054540,삼영엠텍,0.090,0.01%,2013,조선
826,827,047560,이스트소프트,0.090,0.01%,2013,게임소프트웨어와서비스
827,828,088910,동우,0.090,0.01%,2013,식품
828,829,011150,CJ씨푸드,0.090,0.01%,2013,식품
829,830,099520,ITX시큐리티,0.090,0.01%,2013,전자장비와기기
830,831,010820,퍼스텍,0.090,0.01%,2013,우주항공과국방
831,832,101680,한국정밀기계,0.090,0.01%,2013,기계
832,833,034940,조아제약,0.089,0.01%,2013,제약
833,834,019300,동일제지,0.089,0.01%,2013,포장재
834,835,033160,엠케이전자,0.089,0.01%,2013,반도체와반도체장비
835,836,004770,써니전자,0.089,0.01%,2013,전자장비와기기
836,837,005800,신영와코루,0.089,0.01%,2013,"섬유,의류,신발,호화품"
837,838,017890,한국알콜,0.088,0.01%,2013,화학
838,839,002200,수출포장,0.088,0.01%,2013,포장재
839,840,064760,티씨케이,0.088,0.01%,2013,반도체와반도체장비
840,841,131030,디에이치피코리아,0.088,0.01%,2013,제약
841,842,001340,백광산업,0.088,0.01%,2013,화학
842,843,089850,유비벨록스,0.088,0.01%,2013,통신장비
843,844,090370,아비스타,0.088,0.01%,2013,"섬유,의류,신발,호화품"
844,845,091090,세원셀론텍,0.088,0.01%,2013,석유와가스
845,846,089980,상아프론테크,0.088,0.01%,2013,디스플레이장비및부품
846,847,054670,대한뉴팜,0.088,0.01%,2013,제약
847,848,086890,이수앱지스,0.087,0.01%,2013,제약
848,849,072020,중앙백신,0.087,0.01%,2013,제약
849,850,048770,TPC,0.087,0.01%,2013,기계
850,851,003560,IHQ,0.087,0.01%,2013,방송과엔터테인먼트
851,852,096240,청담러닝,0.087,0.01%,2013,교육서비스
852,853,005945,우리투자증권우,0.087,0.01%,2013,증권
853,854,016590,신대양제지,0.086,0.01%,2013,포장재
854,855,017040,광명전기,0.086,0.01%,2013,전기장비
855,856,040350,큐로컴,0.086,0.01%,2013,IT서비스
856,857,007590,동방아그로,0.086,0.01%,2013,화학
857,858,061970,엘비세미콘,0.086,0.01%,2013,반도체와반도체장비
858,859,068240,다원시스,0.086,0.01%,2013,전자장비와기기
859,860,014530,극동유화,0.086,0.01%,2013,석유와가스
860,861,040420,정상제이엘에스,0.086,0.01%,2013,교육서비스
861,862,092130,이크레더블,0.086,0.01%,2013,인터넷소프트웨어와서비스
862,863,134780,화진,0.085,0.01%,2013,자동차부품
863,864,011320,유니크,0.085,0.01%,2013,자동차부품
864,865,006980,우성사료,0.085,0.01%,2013,식품
865,866,004780,대륙제관,0.085,0.01%,2013,포장재
866,867,087220,스틸플라워,0.085,0.01%,2013,철강
867,868,013450,동성하이켐,0.085,0.01%,2013,화학
868,869,088800,에이스테크,0.085,0.01%,2013,통신장비
869,870,054780,키이스트,0.084,0.01%,2013,방송과엔터테인먼트
870,871,025560,미래산업,0.084,0.01%,2013,반도체와반도체장비
871,872,061250,화일약품,0.084,0.01%,2013,제약
872,873,090730,SIMPAC METALLOY,0.084,0.01%,2013,철강
873,874,063160,종근당바이오,0.084,0.01%,2013,제약
874,875,090850,이지웰페어,0.083,0.01%,2013,상업서비스와공급품
875,876,004910,조광페인트,0.083,0.01%,2013,건축자재
876,877,000970,한국주철관,0.083,0.01%,2013,철강
877,878,101170,우림기계,0.083,0.01%,2013,기계
878,879,050090,휘닉스소재,0.083,0.01%,2013,디스플레이장비및부품
879,880,111870,삼본정밀전자,0.083,0.01%,2013,가정용기기와용품
880,881,038540,텍셀네트컴,0.082,0.01%,2013,IT서비스
881,882,058430,포스코강판,0.082,0.01%,2013,비철금속
882,883,025900,동화기업,0.082,0.01%,2013,건축자재
883,884,081000,일진다이아,0.082,0.01%,2013,비철금속
884,885,010040,한국내화,0.082,0.01%,2013,비철금속
885,886,026180,현대정보기술,0.082,0.01%,2013,IT서비스
886,887,069410,엔텔스,0.082,0.01%,2013,IT서비스
887,888,014280,금강공업,0.082,0.01%,2013,철강
888,889,096610,알에프세미,0.081,0.01%,2013,핸드셋
889,890,096775,SK이노베이션우,0.081,0.01%,2013,석유와가스
890,891,066970,엘앤에프,0.081,0.01%,2013,전기제품
891,892,023760,한국캐피탈,0.081,0.01%,2013,기타금융
892,893,003830,대한화섬,0.081,0.01%,2013,화학
893,894,012030,동부CNI,0.081,0.01%,2013,IT서비스
894,895,099440,SMEC,0.081,0.01%,2013,기계
895,896,058820,CMG제약,0.081,0.01%,2013,제약
896,897,075130,플랜티넷,0.081,0.01%,2013,인터넷소프트웨어와서비스
897,898,018680,서울제약,0.081,0.01%,2013,제약
898,899,002360,SH에너지화학,0.080,0.01%,2013,화학
899,900,102210,해덕파워웨이,0.080,0.01%,2013,조선
900,901,001290,골든브릿지증권,0.080,0.01%,2013,증권
901,902,081580,성우전자,0.080,0.01%,2013,핸드셋
902,903,037440,희림,0.079,0.01%,2013,건설
903,904,039310,세중,0.079,0.01%,2013,"호텔,레스토랑,레저"
904,905,000500,가온전선,0.079,0.01%,2013,전기장비
905,906,001750,한양증권,0.079,0.01%,2013,증권
906,907,053660,현진소재,0.079,0.01%,2013,조선
907,908,014710,사조씨푸드,0.079,0.01%,2013,식품
908,909,062860,티엘아이,0.078,0.01%,2013,디스플레이장비및부품
909,910,091690,디지텍시스템,0.078,0.01%,2013,핸드셋
910,911,002170,삼양통상,0.078,0.01%,2013,"섬유,의류,신발,호화품"
911,912,035480,제이비어뮤즈먼트,0.078,0.01%,2013,전자제품
912,913,00341A,쌍용양회4우B,0.078,0.01%,2013,
913,914,049180,셀루메드,0.078,0.01%,2013,생명과학도구및서비스
914,915,134380,미원화학,0.077,0.01%,2013,화학
915,916,106520,디지탈옵틱,0.077,0.01%,2013,핸드셋
916,917,030350,드래곤플라이,0.077,0.01%,2013,게임소프트웨어와서비스
917,918,065650,메디프론,0.077,0.01%,2013,전문소매
918,919,105740,디케이락,0.077,0.01%,2013,기계
919,920,002100,경농,0.077,0.01%,2013,화학
920,921,005070,코스모신소재,0.077,0.01%,2013,화학
921,922,002700,신일산업,0.077,0.01%,2013,가정용기기와용품
922,923,053610,프로텍,0.077,0.01%,2013,반도체와반도체장비
923,924,082800,루미마이크로,0.076,0.01%,2013,디스플레이장비및부품
924,925,054090,삼진엘앤디,0.076,0.01%,2013,디스플레이장비및부품
925,926,066620,국보디자인,0.076,0.01%,2013,건설
926,927,046210,파나진,0.076,0.01%,2013,기계
927,928,065570,삼영이엔씨,0.075,0.01%,2013,통신장비
928,929,053280,예스24,0.075,0.01%,2013,인터넷과카탈로그소매
929,930,079370,제우스,0.075,0.01%,2013,전자장비와기기
930,931,012690,모나리자,0.075,0.01%,2013,종이와목재
931,932,001020,페이퍼코리아,0.075,0.01%,2013,종이와목재
932,933,097520,엠씨넥스,0.075,0.01%,2013,핸드셋
933,934,002460,화성산업,0.075,0.01%,2013,건설
934,935,060150,인선이엔티,0.075,0.01%,2013,상업서비스와공급품
935,936,003960,사조대림,0.075,0.01%,2013,식품
936,937,047400,쌍용머티리얼,0.074,0.01%,2013,비철금속
937,938,024070,WISCOM,0.074,0.01%,2013,화학
938,939,104460,동양피엔에프,0.074,0.01%,2013,기계
939,940,025530,SJM홀딩스,0.074,0.01%,2013,자동차부품
940,941,089530,아이테스트,0.074,0.01%,2013,반도체와반도체장비
941,942,013580,계룡건설,0.074,0.01%,2013,건설
942,943,049080,기가레인,0.073,0.01%,2013,핸드셋
943,944,010100,한국프랜지,0.073,0.01%,2013,자동차부품
944,945,101390,아이엠,0.073,0.01%,2013,전자장비와기기
945,946,024810,이화전기,0.073,0.01%,2013,전기장비
946,947,002210,동성제약,0.073,0.01%,2013,제약
947,948,094820,일진에너지,0.073,0.01%,2013,기계
948,949,054040,한국컴퓨터,0.073,0.01%,2013,디스플레이장비및부품
949,950,014440,영보화학,0.073,0.01%,2013,화학
950,951,014100,보령메디앙스,0.073,0.01%,2013,가정용품
951,952,153360,하이골드3호,0.073,0.01%,2013,
952,953,007820,신흥기계,0.072,0.01%,2013,기계
953,954,007110,일신석재,0.072,0.01%,2013,건축자재
954,955,073490,이노와이어리스,0.072,0.01%,2013,통신장비
955,956,069110,코스온,0.072,0.01%,2013,전문소매
956,957,005430,한국공항,0.072,0.01%,2013,운송인프라
957,958,159650,하이골드8호,0.072,0.01%,2013,
958,959,001520,동양,0.071,0.01%,2013,건축자재
959,960,023600,삼보판지,0.071,0.01%,2013,포장재
960,961,048430,유라테크,0.071,0.01%,2013,자동차부품
961,962,082930,실리콘화일,0.071,0.01%,2013,핸드셋
962,963,043290,케이맥,0.071,0.01%,2013,디스플레이장비및부품
963,964,082920,비츠로셀,0.071,0.01%,2013,전기제품
964,965,053620,태양,0.070,0.01%,2013,가정용품
965,966,009270,신원,0.070,0.01%,2013,"섬유,의류,신발,호화품"
966,967,084730,팅크웨어,0.070,0.01%,2013,다각화된통신서비스
967,968,155900,바다로19호,0.070,0.01%,2013,
968,969,002820,선창산업,0.070,0.01%,2013,종이와목재
969,970,011000,VGX인터,0.070,0.01%,2013,"섬유,의류,신발,호화품"
970,971,039440,에스티아이,0.069,0.01%,2013,반도체와반도체장비
971,972,052770,와이디온라인,0.069,0.01%,2013,게임소프트웨어와서비스
972,973,003720,삼영화학,0.069,0.01%,2013,화학
973,974,053350,이니텍,0.069,0.01%,2013,소프트웨어
974,975,014160,대영포장,0.069,0.01%,2013,포장재
975,976,101930,인화정공,0.069,0.01%,2013,조선
976,977,000910,유니온,0.069,0.01%,2013,건축자재
977,978,019685,대교우B,0.068,0.01%,2013,교육서비스
978,979,008350,남선알미늄,0.068,0.01%,2013,건축제품
979,980,112240,에스에프씨,0.068,0.01%,2013,화학
980,981,038870,에코에너지,0.068,0.01%,2013,독립전력생산및에너지거래
981,982,005980,성지건설,0.068,0.01%,2013,건설
982,983,069510,에스텍,0.068,0.01%,2013,전자장비와기기
983,984,084680,이월드,0.068,0.01%,2013,"호텔,레스토랑,레저"
984,985,015020,이스타코,0.068,0.01%,2013,부동산
985,986,006060,화승인더,0.067,0.01%,2013,화학
986,987,083310,엘오티베큠,0.067,0.01%,2013,반도체와반도체장비
987,988,004080,신흥,0.067,0.01%,2013,건강관리장비와용품
988,989,009300,삼아제약,0.067,0.01%,2013,제약
989,990,033130,디지틀조선,0.067,0.01%,2013,인터넷소프트웨어와서비스
990,991,109860,동일금속,0.067,0.01%,2013,기계
991,992,067170,오텍,0.067,0.01%,2013,자동차부품
992,993,039980,리노스,0.067,0.01%,2013,"섬유,의류,신발,호화품"
993,994,052190,소프트맥스,0.066,0.01%,2013,게임소프트웨어와서비스
994,995,094280,효성ITX,0.066,0.01%,2013,상업서비스와공급품
995,996,114810,아이원스,0.066,0.01%,2013,반도체와반도체장비
996,997,007720,대명엔터프라이즈,0.066,0.01%,2013,전자장비와기기
997,998,042110,에스씨디,0.066,0.01%,2013,전기제품
998,999,060560,홈센타,0.066,0.01%,2013,건축자재
999,1000,131970,테스나,0.066,0.01%,2013,반도체와반도체장비
1000,1001,172580,하이골드12호,0.065,0.00%,2013,
1001,1002,014190,원익큐브,0.065,0.00%,2013,화학
1002,1003,131180,딜리,0.065,0.00%,2013,컴퓨터와주변기기
1003,1004,182690,테라셈,0.065,0.00%,2013,
1004,1005,006570,대림통상,0.065,0.00%,2013,건축제품
1005,1006,123840,한일진공,0.064,0.00%,2013,기계
1006,1007,018470,조일알미늄,0.064,0.00%,2013,비철금속
1007,1008,065940,케이에스씨비,0.064,0.00%,2013,화학
1008,1009,001260,남광토건,0.064,0.00%,2013,건설
1009,1010,001380,SG충남방적,0.064,0.00%,2013,"섬유,의류,신발,호화품"
1010,1011,032980,폴리비전,0.064,0.00%,2013,화학
1011,1012,006660,삼성공조,0.064,0.00%,2013,자동차부품
1012,1013,006890,태경화학,0.064,0.00%,2013,화학
1013,1014,036630,온세텔레콤,0.064,0.00%,2013,다각화된통신서비스
1014,1015,001560,제일연마,0.064,0.00%,2013,비철금속
1015,1016,002230,피에스텍,0.064,0.00%,2013,전기제품
1016,1017,079940,가비아,0.064,0.00%,2013,인터넷소프트웨어와서비스
1017,1018,011930,신성솔라에너지,0.064,0.00%,2013,에너지장비및서비스
1018,1019,080470,성창오토텍,0.064,0.00%,2013,자동차부품
1019,1020,126600,코프라,0.064,0.00%,2013,자동차부품
1020,1021,017550,수산중공업,0.063,0.00%,2013,기계
1021,1022,065130,탑엔지니어링,0.063,0.00%,2013,디스플레이장비및부품
1022,1023,170030,현대공업,0.063,0.00%,2013,자동차부품
1023,1024,159910,CS엘쏠라,0.063,0.00%,2013,디스플레이장비및부품
1024,1025,053700,삼보모터스,0.063,0.00%,2013,자동차부품
1025,1026,037070,파세코,0.063,0.00%,2013,가정용기기와용품
1026,1027,052300,승화산업,0.063,0.00%,2013,도로와철도운송
1027,1028,076080,웰크론한텍,0.063,0.00%,2013,기계
1028,1029,002710,TCC동양,0.063,0.00%,2013,철강
1029,1030,099320,쎄트렉아이,0.062,0.00%,2013,우주항공과국방
1030,1031,043590,크로바하이텍,0.062,0.00%,2013,전기제품
1031,1032,009310,참엔지니어링,0.062,0.00%,2013,디스플레이장비및부품
1032,1033,023810,인팩,0.062,0.00%,2013,자동차부품
1033,1034,078890,가온미디어,0.062,0.00%,2013,전자제품
1034,1035,093230,이필름,0.062,0.00%,2013,핸드셋
1035,1036,068930,디지털대성,0.062,0.00%,2013,교육서비스
1036,1037,023800,인지컨트롤스,0.062,0.00%,2013,자동차부품
1037,1038,057030,YBM시사닷컴,0.062,0.00%,2013,교육서비스
1038,1039,003060,슈넬생명과학,0.062,0.00%,2013,제약
1039,1040,155660,DSR,0.062,0.00%,2013,화학
1040,1041,017510,세명전기,0.062,0.00%,2013,전기장비
1041,1042,079190,EMW,0.062,0.00%,2013,핸드셋
1042,1043,032850,비트컴퓨터,0.062,0.00%,2013,건강관리기술
1043,1044,010960,삼호개발,0.062,0.00%,2013,건설
1044,1045,001620,동국실업,0.061,0.00%,2013,자동차부품
1045,1046,058610,에스피지,0.061,0.00%,2013,전기제품
1046,1047,056700,신화인터텍,0.061,0.00%,2013,디스플레이장비및부품
1047,1048,084670,동양고속,0.061,0.00%,2013,도로와철도운송
1048,1049,001080,만호제강,0.061,0.00%,2013,철강
1049,1050,033230,인성정보,0.061,0.00%,2013,통신장비
1050,1051,038950,파인디지털,0.061,0.00%,2013,전자제품
1051,1052,033200,모아텍,0.061,0.00%,2013,전자장비와기기
1052,1053,011500,한농화성,0.061,0.00%,2013,화학
1053,1054,009190,대양금속,0.061,0.00%,2013,비철금속
1054,1055,016100,산성앨엔에스,0.061,0.00%,2013,종이와목재
1055,1056,052860,아이앤씨,0.060,0.00%,2013,핸드셋
1056,1057,083930,아바코,0.060,0.00%,2013,디스플레이장비및부품
1057,1058,020710,시공테크,0.060,0.00%,2013,상업서비스와공급품
1058,1059,014580,백광소재,0.060,0.00%,2013,비철금속
1059,1060,071670,에이테크솔루션,0.060,0.00%,2013,기계
1060,1061,088130,동아엘텍,0.060,0.00%,2013,디스플레이장비및부품
1061,1062,019770,탑금속,0.060,0.00%,2013,기계
1062,1063,096300,베트남개발1,0.060,0.00%,2013,
1063,1064,008600,윌비스,0.060,0.00%,2013,"섬유,의류,신발,호화품"
1064,1065,950110,SBI액시즈,0.060,0.00%,2013,
1065,1066,024900,덕양산업,0.060,0.00%,2013,자동차부품
1066,1067,059100,아이컴포넌트,0.059,0.00%,2013,디스플레이장비및부품
1067,1068,023900,풍국주정,0.059,0.00%,2013,음료
1068,1069,120240,대정화금,0.059,0.00%,2013,화학
1069,1070,019550,SBI인베스트먼트,0.059,0.00%,2013,창업투자
1070,1071,017480,삼현철강,0.059,0.00%,2013,철강
1071,1072,001820,삼화콘덴서,0.059,0.00%,2013,전기제품
1072,1073,137950,제이씨케미칼,0.059,0.00%,2013,화학
1073,1074,102280,쌍방울,0.059,0.00%,2013,"섬유,의류,신발,호화품"
1074,1075,028300,에이치엘비,0.059,0.00%,2013,전자장비와기기
1075,1076,149940,모다정보통신,0.059,0.00%,2013,통신장비
1076,1077,037340,네오아레나,0.059,0.00%,2013,통신장비
1077,1078,064290,인텍플러스,0.059,0.00%,2013,반도체와반도체장비
1078,1079,074130,디아이디,0.058,0.00%,2013,디스플레이장비및부품
1079,1080,138690,엘티에스,0.058,0.00%,2013,디스플레이장비및부품
1080,1081,010660,화천기계,0.058,0.00%,2013,기계
1081,1082,009070,KCTC,0.058,0.00%,2013,도로와철도운송
1082,1083,032860,자원,0.058,0.00%,2013,철강
1083,1084,032560,황금에스티,0.058,0.00%,2013,비철금속
1084,1085,137940,넥스트아이,0.058,0.00%,2013,디스플레이장비및부품
1085,1086,111820,처음앤씨,0.058,0.00%,2013,인터넷과카탈로그소매
1086,1087,001810,무림SP,0.058,0.00%,2013,종이와목재
1087,1088,126880,제이엔케이히터,0.058,0.00%,2013,기계
1088,1089,091590,남화토건,0.057,0.00%,2013,건설
1089,1090,027040,서울전자통신,0.057,0.00%,2013,전기제품
1090,1091,139200,하이골드2호,0.057,0.00%,2013,
1091,1092,003080,성보화학,0.057,0.00%,2013,화학
1092,1093,066980,하이쎌,0.057,0.00%,2013,디스플레이장비및부품
1093,1094,046070,코다코,0.057,0.00%,2013,자동차부품
1094,1095,010170,대한광통신,0.057,0.00%,2013,전기장비
1095,1096,036210,태산엘시디,0.057,0.00%,2013,디스플레이장비및부품
1096,1097,093320,케이아이엔엑스,0.056,0.00%,2013,IT서비스
1097,1098,057500,SKC 솔믹스,0.056,0.00%,2013,반도체와반도체장비
1098,1099,126640,화신정공,0.056,0.00%,2013,자동차부품
1099,1100,063170,서울옥션,0.056,0.00%,2013,판매업체
1100,1101,050120,라이브플렉스,0.056,0.00%,2013,레저용장비와제품
1101,1102,025850,KPX화인케미칼,0.056,0.00%,2013,화학
1102,1103,131390,피앤이솔루션,0.056,0.00%,2013,전기제품
1103,1104,006805,대우증권우,0.056,0.00%,2013,증권
1104,1105,006910,보성파워텍,0.056,0.00%,2013,전기장비
1105,1106,032040,C&S자산관리,0.056,0.00%,2013,상업서비스와공급품
1106,1107,119860,다나와,0.056,0.00%,2013,인터넷과카탈로그소매
1107,1108,045890,동부라이텍,0.056,0.00%,2013,디스플레이장비및부품
1108,1109,000800,경남기업,0.056,0.00%,2013,건설
1109,1110,045970,비에스이,0.056,0.00%,2013,핸드셋
1110,1111,069460,대호에이엘,0.055,0.00%,2013,비철금속
1111,1112,041460,한국전자인증,0.055,0.00%,2013,IT서비스
1112,1113,002600,조흥,0.055,0.00%,2013,식품
1113,1114,000157,두산2우B,0.055,0.00%,2013,복합기업
1114,1115,040160,누리텔레콤,0.055,0.00%,2013,소프트웨어
1115,1116,066350,티에스엠텍,0.055,0.00%,2013,기계
1116,1117,005560,JS전선,0.055,0.00%,2013,전기장비
1117,1118,005305,롯데칠성우,0.055,0.00%,2013,음료
1118,1119,123750,알톤스포츠,0.055,0.00%,2013,레저용장비와제품
1119,1120,137400,피엔티,0.055,0.00%,2013,디스플레이장비및부품
1120,1121,063570,한국전자금융,0.055,0.00%,2013,결제관련서비스
1121,1122,031510,오스템,0.054,0.00%,2013,자동차부품
1122,1123,002630,오리엔트바이오,0.054,0.00%,2013,생물공학
1123,1124,021080,에이티넘인베스트,0.054,0.00%,2013,창업투자
1124,1125,027050,코리아나,0.054,0.00%,2013,화장품
1125,1126,010280,쌍용정보통신,0.054,0.00%,2013,IT서비스
1126,1127,033830,대구방송,0.054,0.00%,2013,방송과엔터테인먼트
1127,1128,004450,삼화왕관,0.054,0.00%,2013,포장재
1128,1129,052900,비아이이엠티,0.053,0.00%,2013,반도체와반도체장비
1129,1130,065530,전파기지국,0.053,0.00%,2013,통신장비
1130,1131,065060,지엔코,0.053,0.00%,2013,"섬유,의류,신발,호화품"
1131,1132,106080,하이소닉,0.053,0.00%,2013,핸드셋
1132,1133,032960,동일기연,0.053,0.00%,2013,전자장비와기기
1133,1134,068790,DMS,0.053,0.00%,2013,디스플레이장비및부품
1134,1135,082660,크루셜엠스,0.053,0.00%,2013,핸드셋
1135,1136,051390,영우통신,0.053,0.00%,2013,통신장비
1136,1137,059210,메타바이오메드,0.053,0.00%,2013,건강관리장비와용품
1137,1138,008260,NI스틸,0.053,0.00%,2013,철강
1138,1139,091580,상신이디피,0.053,0.00%,2013,핸드셋
1139,1140,002900,동양물산,0.053,0.00%,2013,기계
1140,1141,049480,오픈베이스,0.053,0.00%,2013,IT서비스
1141,1142,024840,갑을메탈,0.052,0.00%,2013,전기장비
1142,1143,045660,에이텍,0.052,0.00%,2013,컴퓨터와주변기기
1143,1144,000040,S&T모터스,0.052,0.00%,2013,자동차
1144,1145,079660,사조해표,0.052,0.00%,2013,식품
1145,1146,024830,세원물산,0.052,0.00%,2013,자동차부품
1146,1147,038070,서린바이오,0.052,0.00%,2013,생물공학
1147,1148,052290,트레이스,0.052,0.00%,2013,핸드셋
1148,1149,000650,천일고속,0.052,0.00%,2013,도로와철도운송
1149,1150,078935,GS우,0.052,0.00%,2013,석유와가스
1150,1151,023350,한국종합기술,0.052,0.00%,2013,건설
1151,1152,900090,차이나하오란,0.052,0.00%,2013,종이와목재
1152,1153,003925,남양유업우,0.051,0.00%,2013,식품
1153,1154,021050,서원,0.051,0.00%,2013,비철금속
1154,1155,071930,에이스하이텍,0.051,0.00%,2013,반도체와반도체장비
1155,1156,012790,신일제약,0.051,0.00%,2013,제약
1156,1157,066910,손오공,0.051,0.00%,2013,레저용장비와제품
1157,1158,037400,우리조명지주,0.051,0.00%,2013,전기제품
1158,1159,100090,삼강엠앤티,0.051,0.00%,2013,철강
1159,1160,024890,대원화성,0.051,0.00%,2013,"섬유,의류,신발,호화품"
1160,1161,039290,인포뱅크,0.051,0.00%,2013,IT서비스
1161,1162,036010,아비코전자,0.051,0.00%,2013,전기제품
1162,1163,158380,삼목강업,0.051,0.00%,2013,자동차부품
1163,1164,078650,코렌,0.051,0.00%,2013,핸드셋
1164,1165,016670,포비스티앤씨,0.051,0.00%,2013,소프트웨어
1165,1166,003547,대신증권2우B,0.051,0.00%,2013,증권
1166,1167,008700,아남전자,0.050,0.00%,2013,전자제품
1167,1168,007120,디올메디바이오,0.050,0.00%,2013,IT서비스
1168,1169,119850,지엔씨에너지,0.050,0.00%,2013,전기장비
1169,1170,086200,씨앤비텍,0.050,0.00%,2013,통신장비
1170,1171,013810,스페코,0.050,0.00%,2013,기계
1171,1172,120115,코오롱인더우,0.050,0.00%,2013,화학
1172,1173,001840,이화공영,0.050,0.00%,2013,건설
1173,1174,033110,이디,0.050,0.00%,2013,전자장비와기기
1174,1175,049830,승일,0.050,0.00%,2013,포장재
1175,1176,025980,에머슨퍼시픽,0.050,0.00%,2013,"호텔,레스토랑,레저"
1176,1177,171010,램테크놀러지,0.049,0.00%,2013,반도체와반도체장비
1177,1178,059090,미코,0.049,0.00%,2013,반도체와반도체장비
1178,1179,025440,대성엘텍,0.049,0.00%,2013,자동차부품
1179,1180,024120,KB오토시스,0.049,0.00%,2013,자동차부품
1180,1181,114450,KPX생명과학,0.049,0.00%,2013,제약
1181,1182,065950,웰크론,0.049,0.00%,2013,"섬유,의류,신발,호화품"
1182,1183,121550,코크렙15호,0.049,0.00%,2013,
1183,1184,067920,이글루시큐리티,0.049,0.00%,2013,소프트웨어
1184,1185,119500,포메탈,0.049,0.00%,2013,자동차부품
1185,1186,012340,뉴인텍,0.049,0.00%,2013,전기제품
1186,1187,120030,조선선재,0.049,0.00%,2013,철강
1187,1188,066310,큐에스아이,0.049,0.00%,2013,반도체와반도체장비
1188,1189,003610,방림,0.049,0.00%,2013,"섬유,의류,신발,호화품"
1189,1190,053690,한미글로벌,0.048,0.00%,2013,건설
1190,1191,037330,인지디스플레,0.048,0.00%,2013,디스플레이장비및부품
1191,1192,123570,이엠넷,0.048,0.00%,2013,광고
1192,1193,020120,다우인큐브,0.048,0.00%,2013,소프트웨어
1193,1194,083450,GST,0.048,0.00%,2013,반도체와반도체장비
1194,1195,155650,와이엠씨,0.048,0.00%,2013,디스플레이장비및부품
1195,1196,066130,하츠,0.048,0.00%,2013,가정용기기와용품
1196,1197,027740,마니커,0.048,0.00%,2013,식품
1197,1198,004310,현대약품,0.048,0.00%,2013,제약
1198,1199,015710,코콤,0.048,0.00%,2013,통신장비
1199,1200,072130,유엔젤,0.048,0.00%,2013,인터넷소프트웨어와서비스
1200,1201,036170,씨티엘,0.048,0.00%,2013,디스플레이장비및부품
