,rank,code,name,marcap,marcap_pct,year,sector
1587,1588,136510,쎄미시스코,0.024,0.00%,2013,디스플레이장비및부품
1588,1589,130740,티피씨글로벌,0.024,0.00%,2013,자동차부품
1589,1590,000440,중앙에너비스,0.024,0.00%,2013,석유와가스
1590,1591,008720,삼양엔텍,0.024,0.00%,2013,기계
1591,1592,121800,티브이로직,0.024,0.00%,2013,전자장비와기기
1592,1593,051630,진양화학,0.024,0.00%,2013,화학
1593,1594,104110,신성이엔지,0.024,0.00%,2013,반도체와반도체장비
1594,1595,033250,체시스,0.024,0.00%,2013,자동차부품
1595,1596,145270,케이탑리츠,0.024,0.00%,2013,
1596,1597,900130,웨이포트,0.024,0.00%,2013,기계
1597,1598,013340,AJS,0.024,0.00%,2013,기계
1598,1599,134790,팀스,0.024,0.00%,2013,가구
1599,1600,123690,한국화장품,0.024,0.00%,2013,화장품
1600,1601,160350,웹솔루스,0.024,0.00%,2013,
1601,1602,067010,이씨에스,0.023,0.00%,2013,IT서비스
1602,1603,072950,빛샘전자,0.023,0.00%,2013,디스플레이장비및부품
1603,1604,012600,청호컴넷,0.023,0.00%,2013,컴퓨터와주변기기
1604,1605,046110,한일네트웍스,0.023,0.00%,2013,IT서비스
1605,1606,020180,대신정보통신,0.023,0.00%,2013,IT서비스
1606,1607,079650,서산,0.023,0.00%,2013,건축자재
1607,1608,072770,아로마소프트,0.023,0.00%,2013,인터넷소프트웨어와서비스
1608,1609,086250,화신테크,0.023,0.00%,2013,자동차부품
1609,1610,037230,한국팩키지,0.023,0.00%,2013,포장재
1610,1611,068940,아이씨케이,0.023,0.00%,2013,전자장비와기기
1611,1612,081970,넥스지,0.023,0.00%,2013,소프트웨어
1612,1613,014910,성문전자,0.023,0.00%,2013,전기제품
1613,1614,017680,데코네티션,0.023,0.00%,2013,"섬유,의류,신발,호화품"
1614,1615,090150,광진윈텍,0.023,0.00%,2013,자동차부품
1615,1616,068050,팬엔터테인먼트,0.023,0.00%,2013,방송과엔터테인먼트
1616,1617,074150,창해에너지어링,0.023,0.00%,2013,건설
1617,1618,179720,옐로페이,0.023,0.00%,2013,
1618,1619,019010,그랜드백화점,0.022,0.00%,2013,백화점과일반상점
1619,1620,001000,신라섬유,0.022,0.00%,2013,"섬유,의류,신발,호화품"
1620,1621,156170,비앤에스미디어,0.022,0.00%,2013,
1621,1622,158300,에스에이티이엔지,0.022,0.00%,2013,
1622,1623,099410,동방선기,0.022,0.00%,2013,조선
1623,1624,037760,쎄니트,0.022,0.00%,2013,비철금속
1624,1625,005255,녹십자홀딩스1우,0.022,0.00%,2013,제약
1625,1626,115450,디지탈아리아,0.022,0.00%,2013,소프트웨어
1626,1627,007390,네이처셀,0.022,0.00%,2013,음료
1627,1628,080180,아시아1호,0.022,0.00%,2013,
1628,1629,004365,세방우,0.022,0.00%,2013,도로와철도운송
1629,1630,069540,빛과전자,0.022,0.00%,2013,통신장비
1630,1631,094940,푸른기술,0.022,0.00%,2013,컴퓨터와주변기기
1631,1632,054930,유신,0.022,0.00%,2013,건설
1632,1633,113810,디젠스,0.022,0.00%,2013,자동차부품
1633,1634,042600,새로닉스,0.022,0.00%,2013,디스플레이장비및부품
1634,1635,038530,코아크로스,0.022,0.00%,2013,전자장비와기기
1635,1636,000105,유한양행우,0.022,0.00%,2013,제약
1636,1637,053160,프리엠스,0.022,0.00%,2013,전기제품
1637,1638,183350,엘피케이,0.022,0.00%,2013,
1638,1639,001360,삼성제약,0.022,0.00%,2013,제약
1639,1640,021650,한국큐빅,0.021,0.00%,2013,자동차부품
1640,1641,030790,동양네트웍스,0.021,0.00%,2013,상업서비스와공급품
1641,1642,014350,신일건업,0.021,0.00%,2013,건설
1642,1643,054180,중앙오션,0.021,0.00%,2013,조선
1643,1644,094860,코닉글로리,0.021,0.00%,2013,IT서비스
1644,1645,089790,제이티,0.021,0.00%,2013,반도체와반도체장비
1645,1646,092300,현우산업,0.021,0.00%,2013,전자장비와기기
1646,1647,023150,MH에탄올,0.021,0.00%,2013,음료
1647,1648,019590,엠벤처투자,0.021,0.00%,2013,창업투자
1648,1649,099830,씨그널정보통신,0.021,0.00%,2013,IT서비스
1649,1650,115440,우리넷,0.021,0.00%,2013,통신장비
1650,1651,036260,웰메이드,0.021,0.00%,2013,방송과엔터테인먼트
1651,1652,078350,한양디지텍,0.021,0.00%,2013,반도체와반도체장비
1652,1653,078860,포인트아이,0.021,0.00%,2013,인터넷소프트웨어와서비스
1653,1654,051780,큐로홀딩스,0.021,0.00%,2013,판매업체
1654,1655,015540,트랜스더멀아시아홀딩스,0.021,0.00%,2013,판매업체
1655,1656,044380,주연테크,0.021,0.00%,2013,컴퓨터와주변기기
1656,1657,041190,우리기술투자,0.021,0.00%,2013,창업투자
1657,1658,000760,이화산업,0.021,0.00%,2013,화학
1658,1659,073190,듀오백코리아,0.021,0.00%,2013,가구
1659,1660,060380,동양에스텍,0.021,0.00%,2013,철강
1660,1661,179280,스탠다드펌,0.020,0.00%,2013,
1661,1662,084180,수성,0.020,0.00%,2013,기계
1662,1663,032420,터보테크,0.020,0.00%,2013,전자장비와기기
1663,1664,077280,다윈텍,0.020,0.00%,2013,디스플레이장비및부품
1664,1665,010640,진양폴리,0.020,0.00%,2013,화학
1665,1666,080960,동북아3호,0.020,0.00%,2013,
1666,1667,080970,동북아4호,0.020,0.00%,2013,
1667,1668,091340,S&K폴리텍,0.020,0.00%,2013,디스플레이장비및부품
1668,1669,044060,조광ILI,0.020,0.00%,2013,기계
1669,1670,183490,엔지켐,0.020,0.00%,2013,
1670,1671,061460,한진피앤씨,0.020,0.00%,2013,화학
1671,1672,003310,대주산업,0.020,0.00%,2013,식품
1672,1673,081220,세미텍,0.020,0.00%,2013,반도체와반도체장비
1673,1674,080980,동북아5호,0.020,0.00%,2013,
1674,1675,003580,동원,0.020,0.00%,2013,건축자재
1675,1676,033790,서화정보통신,0.020,0.00%,2013,통신장비
1676,1677,010600,와이비로드,0.020,0.00%,2013,"섬유,의류,신발,호화품"
1677,1678,104040,대성파인텍,0.020,0.00%,2013,자동차부품
1678,1679,051170,루보,0.020,0.00%,2013,기계
1679,1680,004590,한국가구,0.020,0.00%,2013,가구
1680,1681,045300,성우테크론,0.020,0.00%,2013,반도체와반도체장비
1681,1682,177350,베셀,0.020,0.00%,2013,
1682,1683,001070,대한방직,0.020,0.00%,2013,"섬유,의류,신발,호화품"
1683,1684,111610,승화프리텍,0.019,0.00%,2013,건설
1684,1685,035200,프럼파스트,0.019,0.00%,2013,건축제품
1685,1686,043090,팜스웰바이오,0.019,0.00%,2013,제약
1686,1687,101670,코리아에스이,0.019,0.00%,2013,건축제품
1687,1688,038620,위즈정보기술,0.019,0.00%,2013,석유와가스
1688,1689,051380,피씨디렉트,0.019,0.00%,2013,전자장비와기기
1689,1690,053270,구영테크,0.019,0.00%,2013,자동차부품
1690,1691,079170,한창산업,0.019,0.00%,2013,비철금속
1691,1692,088290,이원컴포텍,0.019,0.00%,2013,자동차부품
1692,1693,053330,와이제이브릭스,0.019,0.00%,2013,건설
1693,1694,025270,부산방직,0.019,0.00%,2013,"섬유,의류,신발,호화품"
1694,1695,024850,피에스엠씨,0.019,0.00%,2013,반도체와반도체장비
1695,1696,000087,하이트진로2우B,0.019,0.00%,2013,음료
1696,1697,004740,보루네오,0.019,0.00%,2013,가구
1697,1698,008775,호텔신라우,0.019,0.00%,2013,"호텔,레스토랑,레저"
1698,1699,067770,세진티에스,0.019,0.00%,2013,디스플레이장비및부품
1699,1700,141020,포티스,0.019,0.00%,2013,전자제품
1700,1701,140290,청광종건,0.019,0.00%,2013,
1701,1702,011390,부산산업,0.018,0.00%,2013,건축자재
1702,1703,053950,경남제약,0.018,0.00%,2013,제약
1703,1704,011230,삼화전자,0.018,0.00%,2013,전자장비와기기
1704,1705,053060,세동,0.018,0.00%,2013,자동차부품
1705,1706,005670,푸드웰,0.018,0.00%,2013,식품
1706,1707,054940,엑사이엔씨,0.018,0.00%,2013,반도체와반도체장비
1707,1708,122800,케이티롤,0.018,0.00%,2013,기계
1708,1709,096870,엘디티,0.018,0.00%,2013,디스플레이장비및부품
1709,1710,036120,서울신용평가,0.018,0.00%,2013,신용평가서비스
1710,1711,001420,태원물산,0.018,0.00%,2013,자동차부품
1711,1712,048870,코아로직,0.018,0.00%,2013,반도체와반도체장비
1712,1713,008800,행남자기,0.018,0.00%,2013,가정용기기와용품
1713,1714,900100,뉴프라이드,0.017,0.00%,2013,자동차부품
1714,1715,005030,부산주공,0.017,0.00%,2013,자동차부품
1715,1716,079810,디이엔티,0.017,0.00%,2013,디스플레이장비및부품
1716,1717,073570,프롬써어티,0.017,0.00%,2013,반도체와반도체장비
1717,1718,058220,아리온,0.017,0.00%,2013,전자제품
1718,1719,052460,아이크래프트,0.017,0.00%,2013,통신장비
1719,1720,086060,진바이오텍,0.017,0.00%,2013,제약
1720,1721,095300,엔에스브이,0.017,0.00%,2013,기계
1721,1722,023960,에쓰씨엔지니어링,0.017,0.00%,2013,건설
1722,1723,098660,에스티오,0.017,0.00%,2013,"섬유,의류,신발,호화품"
1723,1724,078780,아이디에스,0.017,0.00%,2013,핸드셋
1724,1725,046400,디브이에스,0.017,0.00%,2013,전자제품
1725,1726,067630,에너지솔루션,0.017,0.00%,2013,에너지장비및서비스
1726,1727,013700,삼환까뮤,0.017,0.00%,2013,건설
1727,1728,096040,이트론,0.017,0.00%,2013,소프트웨어
1728,1729,003475,동양증권1우,0.017,0.00%,2013,증권
1729,1730,101400,네오피델리티,0.017,0.00%,2013,반도체와반도체장비
1730,1731,004135,대덕GDS우,0.017,0.00%,2013,전자장비와기기
1731,1732,018620,우진비앤지,0.017,0.00%,2013,제약
1732,1733,070480,에버테크노,0.017,0.00%,2013,디스플레이장비및부품
1733,1734,038010,제일테크노스,0.017,0.00%,2013,건축제품
1734,1735,103230,에스앤더블류,0.016,0.00%,2013,조선
1735,1736,036620,버추얼텍,0.016,0.00%,2013,종이와목재
1736,1737,010580,지코,0.016,0.00%,2013,자동차부품
1737,1738,007630,지에스인스트루,0.016,0.00%,2013,통신장비
1738,1739,002290,삼일기업공사,0.016,0.00%,2013,건설
1739,1740,060540,에스에이티,0.016,0.00%,2013,통신장비
1740,1741,056000,코원,0.016,0.00%,2013,전자제품
1741,1742,069920,아이에스이커머스,0.016,0.00%,2013,인터넷과카탈로그소매
1742,1743,107640,한중,0.016,0.00%,2013,
1743,1744,033600,이젠텍,0.016,0.00%,2013,자동차부품
1744,1745,058450,일야,0.016,0.00%,2013,핸드셋
1745,1746,044480,유니더스,0.016,0.00%,2013,가정용품
1746,1747,065440,이루온,0.016,0.00%,2013,소프트웨어
1747,1748,165270,금오하이텍,0.016,0.00%,2013,
1748,1749,049120,파인디앤씨,0.016,0.00%,2013,디스플레이장비및부품
1749,1750,008830,대동기어,0.016,0.00%,2013,기계
1750,1751,036480,대성미생물,0.015,0.00%,2013,제약
1751,1752,066110,백산OPC,0.015,0.00%,2013,컴퓨터와주변기기
1752,1753,056730,아큐픽스,0.015,0.00%,2013,디스플레이장비및부품
1753,1754,004920,삼영홀딩스,0.015,0.00%,2013,IT서비스
1754,1755,031860,에이모션,0.015,0.00%,2013,핸드셋
1755,1756,021880,씨엑스씨종합캐피탈,0.015,0.00%,2013,기타금융
1756,1757,001465,BYC우,0.015,0.00%,2013,"섬유,의류,신발,호화품"
1757,1758,109820,진매트릭스,0.015,0.00%,2013,생물공학
1758,1759,003350,한국화장품제조,0.015,0.00%,2013,화장품
1759,1760,140910,광희리츠,0.015,0.00%,2013,
1760,1761,005110,한창,0.015,0.00%,2013,통신장비
1761,1762,001685,대상우,0.015,0.00%,2013,식품
1762,1763,082250,아시아6호,0.015,0.00%,2013,
1763,1764,058370,금성테크,0.015,0.00%,2013,비철금속
1764,1765,054630,에이디칩스,0.015,0.00%,2013,반도체와반도체장비
1765,1766,121890,에스디시스템,0.014,0.00%,2013,전자장비와기기
1766,1767,119830,아이텍반도체,0.014,0.00%,2013,반도체와반도체장비
1767,1768,148250,알엔투테크놀로지,0.014,0.00%,2013,
1768,1769,026910,광진실업,0.014,0.00%,2013,철강
1769,1770,027970,세하,0.014,0.00%,2013,포장재
1770,1771,024940,PN풍년,0.014,0.00%,2013,가정용기기와용품
1771,1772,039850,태창파로스,0.014,0.00%,2013,식품과기본식료품소매
1772,1773,182360,우리스팩2호,0.014,0.00%,2013,기타
1773,1774,134060,이퓨쳐,0.014,0.00%,2013,교육서비스
1774,1775,032800,G러닝,0.014,0.00%,2013,교육서비스
1775,1776,184230,키움스팩2호,0.014,0.00%,2013,기타
1776,1777,028040,파캔OPC,0.014,0.00%,2013,사무용전자제품
1777,1778,025620,신우,0.014,0.00%,2013,"섬유,의류,신발,호화품"
1778,1779,082240,아시아5호,0.014,0.00%,2013,
1779,1780,082260,아시아7호,0.014,0.00%,2013,
1780,1781,126340,비나텍,0.014,0.00%,2013,
1781,1782,005450,신한,0.014,0.00%,2013,건설
1782,1783,039670,스포츠서울,0.013,0.00%,2013,출판
1783,1784,025870,신라에스지,0.013,0.00%,2013,식품
1784,1785,009810,고려포리머,0.013,0.00%,2013,포장재
1785,1786,054410,케이피티,0.013,0.00%,2013,기계
1786,1787,049720,고려신용정보,0.013,0.00%,2013,신용평가서비스
1787,1788,065500,오리엔트정공,0.013,0.00%,2013,자동차부품
1788,1789,063440,케이디미디어,0.013,0.00%,2013,방송과엔터테인먼트
1789,1790,081940,아시아9호,0.013,0.00%,2013,
1790,1791,091440,텔레필드,0.013,0.00%,2013,통신장비
1791,1792,104120,신성에프에이,0.013,0.00%,2013,반도체와반도체장비
1792,1793,043580,에임하이,0.013,0.00%,2013,전자장비와기기
1793,1794,001770,신화실업,0.013,0.00%,2013,철강
1794,1795,101360,이엔드디,0.013,0.00%,2013,
1795,1796,060260,뉴보텍,0.013,0.00%,2013,화학
1796,1797,149130,케이비부국위탁리츠,0.013,0.00%,2013,
1797,1798,042940,르네코,0.013,0.00%,2013,건설
1798,1799,035290,에듀박스,0.013,0.00%,2013,교육서비스
1799,1800,080440,세진전자,0.013,0.00%,2013,자동차부품
1800,1801,064850,에프앤가이드,0.012,0.00%,2013,
1801,1802,119250,골든나래리츠,0.012,0.00%,2013,
1802,1803,078130,국일제지,0.012,0.00%,2013,종이와목재
1803,1804,051160,지어소프트,0.012,0.00%,2013,인터넷소프트웨어와서비스
1804,1805,003495,대한항공우,0.012,0.00%,2013,항공사
1805,1806,064090,휴바이론,0.012,0.00%,2013,통신장비
1806,1807,019660,베리타스,0.012,0.00%,2013,기타금융
1807,1808,144740,피엠디아카데미,0.012,0.00%,2013,
1808,1809,085980,세화피앤씨,0.012,0.00%,2013,
1809,1810,101140,아티스,0.012,0.00%,2013,"섬유,의류,신발,호화품"
1810,1811,081930,아시아8호,0.012,0.00%,2013,
1811,1812,007815,코리아써우,0.012,0.00%,2013,전자장비와기기
1812,1813,001140,국보,0.012,0.00%,2013,도로와철도운송
1813,1814,007530,영신금속,0.011,0.00%,2013,자동차부품
1814,1815,083660,젠트로,0.011,0.00%,2013,건축제품
1815,1816,002420,세기상사,0.011,0.00%,2013,방송과엔터테인먼트
1816,1817,138610,나이벡,0.011,0.00%,2013,가정용품
1817,1818,020400,대동금속,0.011,0.00%,2013,자동차부품
1818,1819,010670,나노트로닉스,0.011,0.00%,2013,전자장비와기기
1819,1820,186230,그린플러스,0.011,0.00%,2013,
1820,1821,178600,대동고려삼,0.011,0.00%,2013,
1821,1822,056340,CU전자,0.011,0.00%,2013,디스플레이장비및부품
1822,1823,045340,토탈소프트,0.011,0.00%,2013,소프트웨어
1823,1824,013720,청보산업,0.011,0.00%,2013,자동차부품
1824,1825,078590,두올산업,0.011,0.00%,2013,자동차부품
1825,1826,083590,아시아12호,0.011,0.00%,2013,
1826,1827,083570,아시아10호,0.011,0.00%,2013,
1827,1828,005257,녹십자홀딩스2우,0.011,0.00%,2013,제약
1828,1829,083600,아시아13호,0.010,0.00%,2013,
1829,1830,083580,아시아11호,0.010,0.00%,2013,
1830,1831,151750,테라텍,0.010,0.00%,2013,
1831,1832,000075,삼양홀딩스우,0.010,0.00%,2013,식품
1832,1833,185190,수프로,0.010,0.00%,2013,
1833,1834,109960,이너스텍,0.010,0.00%,2013,핸드셋
1834,1835,074000,엠텍비젼,0.010,0.00%,2013,반도체와반도체장비
1835,1836,094360,칩스앤미디어,0.010,0.00%,2013,
1836,1837,181980,힘스인터내셔널,0.010,0.00%,2013,
1837,1838,030270,가희,0.010,0.00%,2013,"섬유,의류,신발,호화품"
1838,1839,038340,쓰리원,0.010,0.00%,2013,운송인프라
1839,1840,002025,코오롱우,0.010,0.00%,2013,화학
1840,1841,065180,피에스앤지,0.010,0.00%,2013,건설
1841,1842,189350,코셋,0.010,0.00%,2013,
1842,1843,066430,케이엠알앤씨,0.010,0.00%,2013,건강관리장비와용품
1843,1844,009835,한화케미칼우,0.010,0.00%,2013,화학
1844,1845,063840,닉스테크,0.009,0.00%,2013,
1845,1846,053810,유비프리시젼,0.009,0.00%,2013,디스플레이장비및부품
1846,1847,081190,아시아2호,0.009,0.00%,2013,
1847,1848,090980,코리아02호,0.009,0.00%,2013,
1848,1849,081200,아시아3호,0.009,0.00%,2013,
1849,1850,050320,아남정보기술,0.009,0.00%,2013,전자장비와기기
1850,1851,083610,아시아14호,0.009,0.00%,2013,
1851,1852,090990,코리아03호,0.009,0.00%,2013,
1852,1853,091000,코리아04호,0.009,0.00%,2013,
1853,1854,004255,NPC우,0.009,0.00%,2013,화학
1854,1855,054300,헤스본,0.009,0.00%,2013,자동차부품
1855,1856,090970,코리아01호,0.009,0.00%,2013,
1856,1857,083620,아시아15호,0.009,0.00%,2013,
1857,1858,003535,한화투자증권우,0.009,0.00%,2013,증권
1858,1859,103650,하나일렉콤,0.009,0.00%,2013,
1859,1860,109070,KGP,0.009,0.00%,2013,종이와목재
1860,1861,005725,넥센우,0.009,0.00%,2013,자동차부품
1861,1862,074610,이엔쓰리,0.008,0.00%,2013,기계
1862,1863,011720,현대피앤씨,0.008,0.00%,2013,화학
1863,1864,046310,백금T&A,0.008,0.00%,2013,전자장비와기기
1864,1865,005320,국동,0.008,0.00%,2013,"섬유,의류,신발,호화품"
1865,1866,023770,플레이위드,0.008,0.00%,2013,게임소프트웨어와서비스
1866,1867,189540,씨티네트웍스,0.008,0.00%,2013,
1867,1868,138440,이코리아리츠,0.008,0.00%,2013,
1868,1869,003945,삼양제넥우,0.008,0.00%,2013,식품
1869,1870,005745,크라운제우,0.007,0.00%,2013,식품
1870,1871,042040,케이피엠테크,0.007,0.00%,2013,전자장비와기기
1871,1872,007575,일양약품우,0.007,0.00%,2013,제약
1872,1873,000885,한화우,0.007,0.00%,2013,화학
1873,1874,041060,아라온테크,0.007,0.00%,2013,디스플레이장비및부품
1874,1875,019570,제미니투자,0.007,0.00%,2013,창업투자
1875,1876,083350,동북아10호,0.007,0.00%,2013,
1876,1877,060240,아이넷스쿨,0.007,0.00%,2013,교육서비스
1877,1878,083380,동북아13호,0.007,0.00%,2013,
1878,1879,019175,신풍제약우,0.007,0.00%,2013,제약
1879,1880,001689,대상3우B,0.007,0.00%,2013,식품
1880,1881,083370,동북아12호,0.007,0.00%,2013,
1881,1882,083360,동북아11호,0.007,0.00%,2013,
1882,1883,083390,동북아14호,0.007,0.00%,2013,
1883,1884,183410,데카시스템,0.007,0.00%,2013,
1884,1885,950010,평산차업 KDR,0.007,0.00%,2013,
1885,1886,081210,아시아4호,0.007,0.00%,2013,
1886,1887,099350,하나니켈2호,0.007,0.00%,2013,
1887,1888,086460,에스엔피제네틱스,0.006,0.00%,2013,
1888,1889,044180,국제디와이,0.006,0.00%,2013,기계
1889,1890,053870,GT&T,0.006,0.00%,2013,통신장비
1890,1891,000687,LS네트웍스전환상환2우B,0.006,0.00%,2013,"섬유,의류,신발,호화품"
1891,1892,001795,대한제당우,0.006,0.00%,2013,식품
1892,1893,043220,경원산업,0.006,0.00%,2013,통신장비
1893,1894,004790,렉스엘이앤지,0.006,0.00%,2013,전자제품
1894,1895,009415,태영건설우,0.006,0.00%,2013,건설
1895,1896,185280,이푸른,0.006,0.00%,2013,
1896,1897,068875,LG생명과학우,0.005,0.00%,2013,제약
1897,1898,189330,씨이랩,0.005,0.00%,2013,
1898,1899,005965,동부건설우,0.005,0.00%,2013,건설
1899,1900,060910,프리젠,0.005,0.00%,2013,자동차부품
1900,1901,012335,현대모비스우,0.005,0.00%,2013,자동차부품
1901,1902,026260,아이디엔,0.005,0.00%,2013,인터넷소프트웨어와서비스
1902,1903,002005,한국유리우,0.005,0.00%,2013,건축제품
1903,1904,145995,삼양사우,0.004,0.00%,2013,식품
1904,1905,18064K,한진칼우,0.004,0.00%,2013,항공사
1905,1906,110310,모린스,0.004,0.00%,2013,핸드셋
1906,1907,084695,대상홀딩스우,0.004,0.00%,2013,식품
1907,1908,000145,하이트진로홀딩스우,0.004,0.00%,2013,음료
1908,1909,016385,동부제철우,0.004,0.00%,2013,철강
1909,1910,078940,일경산업개발,0.004,0.00%,2013,기계
1910,1911,092630,바다로3호,0.004,0.00%,2013,
1911,1912,002995,금호산업우,0.003,0.00%,2013,건설
1912,1913,010145,삼성중공우,0.003,0.00%,2013,조선
1913,1914,004325,울트라건설우,0.003,0.00%,2013,건설
1914,1915,003075,코오롱글로벌우,0.003,0.00%,2013,건설
1915,1916,001527,동양2우B,0.003,0.00%,2013,건축자재
1916,1917,000725,현대건설우,0.003,0.00%,2013,건설
1917,1918,00781K,코리아써키트2우B,0.003,0.00%,2013,전자장비와기기
1918,1919,000225,유유제약1우,0.003,0.00%,2013,제약
1919,1920,001755,한양증권우,0.003,0.00%,2013,증권
1920,1921,004565,현대비앤지스틸우,0.003,0.00%,2013,비철금속
1921,1922,001515,SK증권우,0.003,0.00%,2013,증권
1922,1923,000425,로케트전우,0.003,0.00%,2013,전기제품
1923,1924,001799,대한제당3우B,0.003,0.00%,2013,식품
1924,1925,021045,대호피앤씨우,0.002,0.00%,2013,기계
1925,1926,090355,노루페인트우,0.002,0.00%,2013,건축자재
1926,1927,014825,동원시스템즈우,0.002,0.00%,2013,포장재
1927,1928,012205,계양전기우,0.002,0.00%,2013,기계
1928,1929,004835,덕성우,0.002,0.00%,2013,"섬유,의류,신발,호화품"
1929,1930,000325,노루홀딩스우,0.002,0.00%,2013,건축자재
1930,1931,004985,성신양회우,0.002,0.00%,2013,건축자재
1931,1932,004545,깨끗한나라우,0.002,0.00%,2013,종이와목재
1932,1933,006345,대원전선우,0.002,0.00%,2013,전기장비
1933,1934,000365,삼환기업우,0.002,0.00%,2013,건설
1934,1935,001525,동양우,0.002,0.00%,2013,건축자재
1935,1936,013367,일성건설2우B,0.002,0.00%,2013,건설
1936,1937,007197,한솔아트원제지2우B,0.002,0.00%,2013,종이와목재
1937,1938,004989,성신양회3우B,0.002,0.00%,2013,건축자재
1938,1939,000545,흥국화재우,0.002,0.00%,2013,손해보험
1939,1940,001745,SK네트웍스우,0.002,0.00%,2013,무역회사와판매업체
1940,1941,004105,태양금속우,0.002,0.00%,2013,자동차부품
1941,1942,032685,비티씨정보우,0.002,0.00%,2013,전자장비와기기
1942,1943,001065,JW중외제약우,0.001,0.00%,2013,제약
1943,1944,014285,금강공업우,0.001,0.00%,2013,철강
1944,1945,004987,성신양회2우B,0.001,0.00%,2013,건축자재
1945,1946,000327,노루홀딩스2우B,0.001,0.00%,2013,건축자재
1946,1947,014915,성문전자우,0.001,0.00%,2013,전기제품
1947,1948,002785,진흥기업우B,0.001,0.00%,2013,건설
1948,1949,000995,동부하이텍1우,0.001,0.00%,2013,반도체와반도체장비
1949,1950,004415,서울식품우,0.001,0.00%,2013,식품
1950,1951,001529,동양3우B,0.001,0.00%,2013,건축자재
1951,1952,001067,JW중외제약2우B,0.001,0.00%,2013,제약
1952,1953,011155,CJ씨푸드1우,0.001,0.00%,2013,식품
1953,1954,008355,남선알미우,0.001,0.00%,2013,건축제품
1954,1955,003419,쌍용양회3우B,0.001,0.00%,2013,건축자재
1955,1956,003415,쌍용양회우,0.001,0.00%,2013,건축자재
1956,1957,009275,신원우,0.001,0.00%,2013,"섬유,의류,신발,호화품"
1957,1958,000227,유유제약2우B,0.001,0.00%,2013,제약
1958,1959,000547,흥국화재2우B,0.001,0.00%,2013,손해보험
1959,1960,000997,동부하이텍2우B,0.001,0.00%,2013,반도체와반도체장비
1960,1961,000685,LS네트웍스우,0.001,0.00%,2013,"섬유,의류,신발,호화품"
1961,1962,053595,한국테크놀로지우,0.001,0.00%,2013,전문소매
1962,1963,002787,진흥기업2우B,0.001,0.00%,2013,건설
1963,1964,000895,보해양조우,0.001,0.00%,2013,음료
1964,1965,002365,SH에너지화학우,0.001,0.00%,2013,화학
1965,1966,008705,아남전자우,0.000,0.00%,2013,전자제품
1966,1967,006375,대구백화우,0.000,0.00%,2013,백화점과일반상점
1967,1968,007195,한솔아트원제지우,0.000,0.00%,2013,종이와목재
1968,1969,003965,사조대림우,0.000,0.00%,2013,식품
1969,1970,008975,동양철관우,0.000,0.00%,2013,철강
1970,1971,004965,한신공영우,0.000,0.00%,2013,건설
1971,1972,013005,세우글로벌우,0.000,0.00%,2013,판매업체
1972,1973,002535,벽산건설우,0.000,0.00%,2013,건설
1973,1974,028305,에이치엘비우,0.000,0.00%,2013,
1974,1975,012805,대창우,0.000,0.00%,2013,
1975,1976,003417,쌍용양회2우B,0.000,0.00%,2013,
1976,1977,017555,수산중공우,0.000,0.00%,2013,